# freq(eV) epsO1 epsO2 epsE1 epsE2
1.608026756444768335e+00 2.647584139082866717e+00 1.655069384560679202e+00 3.234230777931837331e+00 3.540674067477947329e+00
1.612271722661378304e+00 2.644912615646375809e+00 1.653315163248376019e+00 3.215986762873609184e+00 3.560328274603435261e+00
1.616516688877988495e+00 2.642238621179219926e+00 1.651563696872389020e+00 3.195111678603236083e+00 3.579962100577836814e+00
1.620761655094598463e+00 2.639568015145283830e+00 1.649812230496401799e+00 3.174242768250624458e+00 3.599595926552238367e+00
1.625006621311208654e+00 2.636900659458718543e+00 1.648060807315101517e+00 3.153371510062488614e+00 3.619229752526640365e+00
1.629251587527818845e+00 2.634229142864984663e+00 1.646313273904162822e+00 3.132496425792115513e+00 3.638863578501041918e+00
1.633496553744429258e+00 2.631556344097997435e+00 1.644563705384188168e+00 3.111594865624113471e+00 3.658528662411489218e+00
1.637741519961039005e+00 2.628882493756764305e+00 1.642812239008201169e+00 3.090707081160898539e+00 3.678177482469232373e+00
1.641986486177649418e+00 2.626215184275776160e+00 1.641060772632213949e+00 3.069832475866579813e+00 3.697811308443634815e+00
1.646231452394259609e+00 2.623506947189832239e+00 1.639307854057892699e+00 3.048964249376846514e+00 3.717445134418037256e+00
1.650476418610869578e+00 2.620759985200071807e+00 1.637553928728445518e+00 3.028071167877852687e+00 3.732430720722076156e+00
1.654721384827479769e+00 2.617958975995725801e+00 1.635809147338626479e+00 3.007168636462001832e+00 3.744014274596171976e+00
1.658966351044089738e+00 2.615152007194767148e+00 1.633409426636385220e+00 2.986300409972269421e+00 3.753155696190261015e+00
1.663211317260699929e+00 2.612340359161837267e+00 1.630400104299029262e+00 2.965427399448189227e+00 3.762301901818697392e+00
1.667456283477310119e+00 2.609539349957491705e+00 1.626422537529134571e+00 2.944552315177814794e+00 3.771448539378439602e+00
1.671701249693920310e+00 2.606738340753145700e+00 1.622444970759240102e+00 2.923677230907442137e+00 3.780589960972529084e+00
1.675946215910530501e+00 2.603936765485137528e+00 1.618467084437277936e+00 2.902781124569992599e+00 3.789748304247002153e+00
1.680191182127140692e+00 2.601124642754890637e+00 1.614483243902762100e+00 2.881887886276224719e+00 3.798904338894149468e+00
1.684436148343750883e+00 2.598318714714910271e+00 1.610502900370816004e+00 2.861012802005852063e+00 3.808045760488238951e+00
1.688681114560360852e+00 2.595517433752694725e+00 1.606524947691774896e+00 2.843027898149591337e+00 3.817193128955607584e+00
1.692926080776971043e+00 2.592712006552758908e+00 1.602541107157259059e+00 2.825637019510634396e+00 3.826344653196929180e+00
1.697171046993581012e+00 2.589905291752276906e+00 1.598560829982392573e+00 2.808464826077746501e+00 3.835500866735345404e+00
